N,P,K,temperature,humidity,ph,rainfall,label
49.39,35.4,28.26,32.18,56.72,5.97,81.13,Castor
83.13,38.28,40.38,20.69,79.58,5.91,178.53,Coffee
53.9,35.57,27.98,26.68,57.34,5.4,97.73,Little Millet
62.23,36.66,37.85,19.92,48.27,6.81,140.22,Red Gram
58.03,34.02,22.6,28.0,68.6,5.97,106.02,Finger Millet
68.71,48.56,66.08,28.96,62.74,5.84,127.98,Cashew
113.03,64.05,96.65,21.45,63.98,5.87,67.31,Potato
23.93,38.98,33.34,30.44,52.44,6.24,44.14,Horse Gram
82.5,47.71,43.08,30.39,67.4,6.42,101.87,Maize
38.08,31.52,26.19,31.14,65.61,6.23,60.83,Horse Gram
83.49,40.74,77.67,10.91,57.24,6.45,110.55,Apple
35.88,27.71,33.05,25.08,59.94,6.86,80.2,Niger Seed
65.0,50.25,74.88,19.48,57.19,6.61,95.54,Pomegranate
98.8,47.25,65.82,20.63,67.84,6.8,78.66,Cabbage
107.5,51.32,72.87,17.62,62.89,6.9,63.82,Cabbage
86.62,38.17,34.34,22.04,49.4,6.88,64.06,Barley
76.21,44.98,64.64,26.67,50.58,6.4,43.63,Garlic
119.41,48.31,60.04,21.79,74.2,6.02,214.43,Arecanut
94.45,62.54,70.06,27.51,75.99,6.35,177.22,Arecanut
83.79,70.51,100.53,29.64,71.66,7.22,208.27,Mango
56.74,23.5,21.98,35.45,58.99,5.51,63.06,Sorghum
100.03,43.77,107.15,18.81,72.9,5.26,57.44,Potato
83.54,32.44,26.52,23.99,48.35,6.58,98.1,Castor
82.19,36.92,22.95,14.39,44.53,6.46,61.61,Barley
84.72,66.06,58.01,23.86,62.83,6.54,80.41,Tomato
62.54,35.52,53.95,30.85,65.92,6.25,58.16,Bottle Gourd
28.79,24.32,32.7,17.62,46.76,6.46,50.9,Peas
42.28,32.06,28.34,20.66,70.12,6.5,99.87,Rajma
40.61,24.48,25.51,23.31,55.4,6.99,63.24,Mustard
29.98,33.47,24.54,30.25,69.05,6.64,95.71,Black Gram
76.63,30.5,51.08,19.08,73.49,5.94,204.95,Coffee
75.47,51.2,30.69,16.41,50.94,7.32,81.04,Barley
81.94,53.25,54.49,17.47,66.63,6.2,94.04,Cauliflower
98.55,52.23,89.61,29.42,64.76,6.34,81.83,Grapes
113.25,76.56,139.21,29.23,81.65,6.81,231.79,Banana
25.12,21.15,23.11,14.5,40.81,6.92,49.03,Peas
42.06,27.1,30.17,29.69,62.68,6.07,111.29,Red Gram
76.56,48.15,73.55,33.88,67.39,5.85,159.88,Litchi
45.48,35.02,37.84,21.34,59.7,6.77,108.92,Red Gram
33.51,26.12,30.35,28.25,71.07,6.95,115.79,Little Millet
69.96,44.06,23.79,20.5,57.0,6.46,40.82,Barley
74.8,60.26,67.15,23.3,53.29,6.36,52.7,Onion
63.8,30.24,29.64,21.16,48.91,6.75,46.99,Sunflower
127.42,67.92,138.62,30.58,75.95,7.3,188.05,Banana
111.63,63.23,67.65,27.75,89.34,5.45,288.2,Rubber
43.99,23.75,35.55,26.03,58.71,7.26,93.37,Niger Seed
71.36,43.68,76.44,36.5,59.24,6.13,148.38,Guava
36.52,32.16,32.6,31.58,53.3,7.44,71.25,Green Gram
53.54,33.09,31.27,17.41,47.55,6.79,51.4,Linseed
88.93,44.5,76.93,23.18,85.5,6.22,211.21,Coffee
55.13,31.55,26.37,31.6,43.49,6.54,103.55,Kodo Millet
88.95,40.29,105.79,29.53,71.86,5.85,125.84,Mango
68.0,34.26,26.64,29.61,52.11,6.72,83.22,Groundnut
89.9,37.42,77.78,25.8,78.37,4.92,133.13,Pineapple
74.48,56.89,48.35,24.88,70.7,7.04,68.54,Tomato
40.98,27.81,34.45,26.14,63.25,6.26,68.09,Soybean
56.62,28.4,34.34,29.11,52.71,5.92,94.93,Red Gram
39.51,23.42,25.44,24.76,71.92,6.04,91.45,Foxtail Millet
20.24,40.55,26.24,30.45,62.02,6.66,86.42,Black Gram
51.35,35.57,75.75,25.82,71.48,6.29,227.82,Cashew
92.17,48.0,104.07,24.08,73.04,5.44,235.6,Rubber
55.13,46.29,30.75,29.18,59.63,6.7,65.06,Okra
58.57,35.25,26.1,22.85,45.8,7.53,78.92,Sunflower
62.16,29.29,26.85,27.41,69.15,6.35,52.87,Sunflower
50.17,26.87,52.68,29.75,72.08,6.45,73.88,Bottle Gourd
42.96,22.46,21.04,18.38,53.41,6.49,98.57,Rajma
35.92,36.91,31.02,22.7,58.9,6.83,69.99,Niger Seed
32.71,24.96,21.74,26.3,66.19,6.62,67.04,Green Gram
51.02,30.38,29.77,24.74,51.03,6.48,66.88,Castor
40.23,29.06,21.2,23.85,45.81,7.27,70.1,Peas
75.06,46.22,37.23,33.58,62.55,6.84,69.28,Okra
100.07,52.16,83.18,31.36,69.9,6.63,154.79,Papaya
99.6,51.0,49.43,26.1,82.4,4.86,174.13,Tea
121.22,49.62,110.67,18.14,72.8,6.34,51.3,Grapes
51.17,34.28,23.03,25.75,71.15,6.96,103.23,Finger Millet
85.89,42.26,79.59,29.62,73.78,6.81,114.25,Guava
87.02,40.57,64.62,17.74,67.85,6.34,69.31,Cauliflower
108.05,60.86,73.69,33.17,70.75,6.2,102.06,Litchi
54.08,33.93,31.92,25.59,48.71,6.11,63.5,Safflower
95.17,55.43,89.94,28.19,57.23,7.66,68.95,Grapes
99.12,78.8,75.42,26.07,95.54,5.74,297.03,Rubber
99.59,45.19,58.41,28.25,88.5,5.92,254.87,Rice
34.28,28.17,36.34,28.11,47.97,6.58,70.91,Cowpea
77.64,38.43,74.8,35.14,83.07,6.61,165.61,Litchi
48.11,19.3,72.94,26.83,68.0,6.08,104.22,Cashew
70.57,27.38,35.46,30.0,47.8,6.66,48.92,Sorghum
128.06,68.13,129.58,29.98,78.74,6.37,194.89,Banana
51.47,27.25,36.69,24.23,65.99,7.07,116.06,Soybean
66.18,34.64,78.72,28.1,78.1,6.39,203.08,Litchi
29.34,28.13,25.74,28.29,68.81,6.67,79.91,Black Gram
112.37,59.25,68.14,21.47,84.77,5.05,250.34,Tea
112.27,53.72,67.28,20.26,77.17,6.36,99.16,Tomato
25.61,24.22,25.06,17.93,45.03,6.54,49.97,Peas
56.05,54.05,40.09,30.62,69.52,6.11,91.88,Okra
45.51,34.33,37.72,29.05,47.82,7.33,78.42,Groundnut
72.49,32.2,85.55,26.27,58.13,5.22,118.38,Guava
78.83,46.22,61.25,29.0,53.81,6.21,61.26,Onion
93.81,52.08,55.4,24.79,78.07,6.23,96.94,Tomato
111.25,48.57,100.78,27.97,62.05,6.19,89.2,Papaya
76.35,56.75,73.85,23.57,66.73,5.65,80.91,Brinjal
26.76,23.55,31.63,20.41,46.38,6.63,60.73,Horse Gram
45.69,39.3,21.47,19.71,64.75,6.93,56.65,Radish
37.9,28.52,33.89,27.4,37.04,6.19,58.29,Safflower
92.82,35.59,62.47,23.84,58.38,6.47,57.64,Onion
48.68,23.8,64.41,15.22,49.26,7.37,71.4,Beetroot
46.54,29.09,31.18,25.89,52.1,6.58,81.48,Little Millet
36.67,22.72,29.83,29.08,59.97,7.28,80.3,Black Gram
75.63,48.61,39.98,27.49,74.32,5.9,64.4,Cucumber
111.62,47.16,116.37,28.6,81.29,7.27,166.95,Coconut
51.23,18.65,29.35,23.56,74.08,7.39,76.14,Sunflower
36.2,21.1,26.72,25.64,59.42,6.43,116.75,Niger Seed
103.2,46.06,67.23,20.82,87.54,4.24,193.56,Tea
45.52,28.24,30.79,34.95,44.76,6.86,51.04,Pearl Millet
51.51,25.3,49.33,30.92,69.34,5.65,198.06,Cashew
52.26,31.41,28.6,18.54,53.28,6.71,53.02,Lentil
54.11,27.1,36.84,23.36,53.63,6.4,81.49,Kodo Millet
108.25,68.51,94.39,30.07,67.97,6.2,176.91,Mango
93.76,51.34,92.46,6.05,64.76,6.0,123.3,Apple
57.88,41.25,48.89,28.3,71.64,6.15,67.57,Cucumber
92.2,45.42,67.36,29.85,78.01,6.72,73.61,Brinjal
43.83,36.79,33.21,13.13,49.97,7.67,54.48,Linseed
62.6,49.49,39.38,23.73,66.89,6.24,84.77,Cucumber
28.09,19.53,40.2,25.2,63.74,6.14,91.85,Field Bean
66.94,39.32,41.69,27.86,64.08,6.41,74.76,Okra
58.51,48.51,68.85,35.58,49.71,6.98,76.42,Pomegranate
27.58,28.77,22.48,19.01,60.2,6.2,74.39,Chickpea
23.6,30.2,27.1,20.06,64.51,6.38,91.59,Rajma
47.29,34.8,15.8,23.09,44.39,6.79,66.71,Linseed
44.57,36.41,26.02,28.69,49.03,6.66,83.96,Kodo Millet
38.47,36.79,23.69,19.61,49.45,6.97,28.08,Lentil
60.81,38.15,55.43,23.59,69.8,7.43,67.54,Bottle Gourd
58.56,16.61,74.43,23.84,78.83,6.38,65.39,Bottle Gourd
44.0,20.37,32.81,23.31,66.33,6.79,99.91,Field Bean
106.01,38.36,73.71,33.95,79.0,6.48,260.3,Arecanut
55.41,24.15,25.64,26.21,67.84,6.81,100.4,Groundnut
83.54,56.89,56.87,21.59,64.88,6.72,81.03,Cabbage
87.15,44.55,100.72,27.21,70.29,6.39,74.42,Guava
79.06,43.46,81.09,24.33,66.65,6.17,157.4,Litchi
69.72,55.41,36.39,23.67,73.79,6.19,183.77,Coffee
27.52,28.03,32.4,37.65,50.23,6.16,64.31,Sesame
71.37,45.46,86.92,18.99,58.86,6.47,118.38,Apple
95.13,69.95,91.86,28.32,58.99,5.67,95.37,Mango
106.29,55.55,76.91,22.37,78.69,6.35,222.01,Arecanut
75.77,39.14,40.35,28.39,68.35,6.11,101.15,Maize
55.03,27.87,24.4,30.35,51.08,6.08,78.26,Little Millet
69.82,41.75,74.01,29.97,73.87,6.59,72.15,Okra
61.8,32.09,32.28,27.3,34.08,6.09,95.73,Sorghum
107.89,53.54,96.65,29.51,76.99,6.03,231.09,Coconut
69.28,51.14,79.44,22.3,67.43,6.55,147.78,Guava
86.39,54.69,53.25,24.28,73.49,7.4,72.9,Brinjal
71.66,31.42,47.59,19.72,57.95,6.45,42.44,Carrot
121.27,69.38,88.57,32.03,62.16,6.77,70.01,Orange
38.84,31.04,28.53,27.79,38.83,7.11,85.87,Field Bean
91.95,60.14,73.15,30.61,50.45,7.29,63.9,Pomegranate
95.2,44.98,97.23,20.09,74.26,5.72,58.72,Potato
48.6,17.13,27.7,29.15,61.01,6.29,97.06,Cowpea
92.91,71.38,91.18,15.75,71.98,5.27,45.07,Potato
41.01,23.21,38.65,19.53,52.99,7.01,61.94,Chickpea
109.88,47.09,100.54,27.62,72.2,6.35,154.0,Papaya
52.52,26.56,21.17,29.48,53.9,6.57,70.47,Kodo Millet
33.75,27.44,28.2,24.46,56.73,6.57,87.88,Little Millet
47.92,31.41,37.15,36.02,50.73,7.25,53.94,Sorghum
35.66,33.66,32.02,23.84,63.25,6.83,84.68,Niger Seed
17.25,30.54,30.08,27.36,45.58,6.6,97.87,Kodo Millet
51.05,33.79,30.85,26.15,52.39,5.75,81.32,Foxtail Millet
100.62,59.02,110.31,29.65,74.96,5.8,124.79,Papaya
23.63,25.18,27.78,15.47,55.01,6.3,50.58,Lentil
90.37,64.48,80.76,26.51,78.56,7.06,121.27,Guava
36.35,37.13,29.78,25.84,52.43,6.54,69.44,Sesame
46.31,22.89,25.56,19.82,36.15,6.68,65.97,Safflower
43.62,28.22,31.16,20.85,66.11,7.17,65.02,Linseed
108.62,68.67,99.97,32.11,71.25,6.44,139.39,Papaya
47.28,29.72,31.7,25.01,58.41,7.05,55.29,Linseed
89.57,43.01,68.76,15.83,54.97,6.2,103.34,Apple
26.45,27.38,29.77,26.25,52.57,6.31,66.47,Horse Gram
110.53,54.95,104.67,17.0,60.9,5.97,182.29,Orange
50.35,30.15,31.84,20.12,50.77,6.98,52.83,Lentil
51.05,21.97,67.03,27.47,66.05,6.41,202.63,Cashew
26.42,25.82,26.84,23.4,53.68,7.62,53.89,Chickpea
76.78,25.35,30.44,21.73,64.41,7.05,75.46,Sunflower
30.5,24.53,39.88,26.61,43.43,6.7,68.94,Horse Gram
71.2,46.18,80.71,26.31,56.17,5.85,66.33,Pomegranate
67.97,32.79,19.58,21.47,66.48,6.34,100.52,Soybean
85.81,50.7,63.77,23.42,65.88,6.28,63.0,Onion
96.15,50.6,49.08,28.73,58.12,6.16,66.04,Chilli
70.37,44.39,89.83,18.18,57.49,6.24,96.81,Apple
51.47,26.43,29.73,32.26,77.82,7.07,59.26,Black Gram
139.63,57.4,126.48,35.92,78.15,6.3,233.71,Banana
46.91,32.35,28.78,20.16,66.79,6.55,38.6,Radish
97.58,45.75,45.28,17.58,78.87,6.51,65.86,Cabbage
60.99,33.86,59.02,18.88,63.75,6.28,44.81,Carrot
85.51,55.08,64.06,20.9,70.73,4.08,281.31,Tea
61.14,44.96,65.65,22.72,79.92,6.0,167.49,Pineapple
84.52,32.42,89.6,26.21,46.95,5.95,61.09,Pomegranate
47.19,28.41,24.77,25.09,58.84,6.0,81.16,Little Millet
75.67,39.92,33.49,25.75,58.47,6.61,95.98,Maize
53.91,35.45,28.28,17.94,50.31,6.61,78.08,Sunflower
92.02,43.33,107.69,26.37,83.15,6.1,162.34,Coconut
55.8,29.89,67.25,27.01,70.87,6.57,95.15,Pumpkin
101.34,51.16,74.68,19.2,70.85,6.48,71.78,Cauliflower
69.67,35.51,36.8,35.42,53.36,7.92,38.23,Okra
58.05,21.09,32.98,28.15,35.53,6.64,48.67,Pearl Millet
102.14,82.22,89.8,33.38,87.25,6.82,267.95,Rubber
44.34,34.32,23.1,24.37,60.68,5.83,107.56,Niger Seed
78.18,20.87,99.22,28.43,70.47,6.61,99.56,Guava
36.87,23.15,28.1,25.29,62.66,6.69,106.59,Foxtail Millet
37.99,30.86,30.8,10.81,55.24,6.71,86.98,Peas
40.8,27.29,35.37,26.13,47.77,6.91,66.39,Linseed
54.96,25.23,37.87,22.87,51.27,6.51,55.85,Carrot
52.15,28.08,26.47,18.48,53.93,6.15,58.45,Safflower
86.97,39.61,69.54,22.61,81.88,5.7,162.23,Coffee
42.07,27.44,54.69,25.95,67.29,6.4,42.4,Bottle Gourd
50.39,22.01,29.46,25.91,57.03,5.53,84.79,Little Millet
45.82,28.02,27.69,19.19,38.23,6.15,104.07,Rajma
90.45,27.78,86.44,22.8,87.24,5.84,168.79,Litchi
113.7,54.93,107.94,27.22,82.3,7.32,231.59,Coconut
80.54,59.53,65.77,26.62,62.03,6.52,64.94,Onion
93.0,63.9,39.81,22.08,64.68,6.92,62.13,Chilli
34.2,23.52,33.97,27.37,35.34,6.64,104.21,Little Millet
59.8,43.98,33.25,28.21,55.75,6.28,97.38,Castor
102.55,48.35,80.14,33.39,59.6,7.28,75.94,Grapes
56.68,31.58,35.07,27.44,61.6,6.09,111.02,Foxtail Millet
99.5,44.11,57.26,22.39,90.78,5.52,215.22,Rice
56.18,30.01,32.86,26.2,56.56,6.57,112.46,Soybean
52.28,31.97,25.46,20.05,44.04,6.55,36.58,Safflower
91.44,50.95,107.82,33.59,66.22,5.38,167.98,Mango
81.46,48.79,79.1,30.8,83.12,6.98,181.95,Litchi
71.82,36.27,79.53,27.63,75.74,6.28,226.57,Litchi
102.42,52.4,102.96,33.23,84.72,7.11,172.24,Coconut
78.11,47.44,41.19,27.58,70.06,6.71,90.09,Maize
86.8,61.05,64.59,30.22,76.35,6.62,77.38,Brinjal
69.48,28.94,59.41,25.88,72.87,6.35,90.5,Pumpkin
86.71,56.1,100.01,28.3,61.82,6.21,69.76,Grapes
62.1,27.16,25.55,28.57,36.4,6.32,117.83,Foxtail Millet
69.67,31.8,46.94,21.13,68.63,6.72,43.31,Carrot
28.45,31.01,37.13,26.38,73.05,6.27,41.71,Horse Gram
77.87,55.56,58.51,23.97,44.46,6.3,48.75,Onion
109.72,57.14,101.77,36.11,76.15,7.71,205.95,Coconut
19.63,27.55,29.09,24.69,52.42,6.73,89.34,Horse Gram
45.48,26.74,27.59,28.73,57.25,5.94,79.63,Kodo Millet
80.0,46.42,44.3,25.3,57.91,6.37,108.93,Maize
90.38,45.63,63.9,19.77,72.2,5.97,200.58,Coffee
66.69,40.52,27.49,34.99,50.2,7.51,73.83,Sorghum
43.88,29.91,33.71,32.11,67.8,6.88,84.16,Black Gram
84.62,47.73,27.92,21.91,50.66,7.23,65.92,Barley
49.42,35.38,32.76,29.29,59.83,6.14,79.28,Kodo Millet
78.67,36.09,39.54,20.94,70.54,6.37,74.31,Cucumber
42.31,21.31,40.87,32.89,58.36,6.06,96.99,Cowpea
46.95,24.64,36.79,28.29,66.08,7.34,102.25,Red Gram
37.55,38.9,28.32,25.61,59.61,6.62,72.52,Kodo Millet
61.89,45.1,66.78,25.12,62.32,6.91,70.33,Brinjal
79.53,48.92,81.57,29.75,71.29,6.9,122.2,Guava
60.79,30.18,30.83,17.58,53.71,6.87,40.12,Mustard
53.41,36.85,74.2,32.34,70.06,6.19,165.28,Cashew
41.69,40.04,28.23,28.71,56.24,6.91,79.05,Groundnut
166.82,74.36,137.49,31.48,87.65,6.33,187.49,Banana
92.09,43.97,99.31,32.64,80.83,6.11,259.03,Arecanut
39.63,36.24,31.36,32.14,57.2,6.52,77.2,Green Gram
109.09,53.92,58.88,21.82,73.14,4.91,160.07,Tea
48.4,37.11,29.16,25.62,40.24,7.64,51.91,Safflower
75.96,74.2,40.44,20.16,65.09,6.87,80.14,Tomato
33.44,21.14,21.35,27.04,55.93,6.66,52.7,Green Gram
31.1,35.1,22.48,18.83,45.83,7.57,66.88,Chickpea
91.18,48.47,30.17,27.48,74.56,6.43,81.33,Maize
78.87,73.94,68.2,17.96,74.39,6.65,89.74,Tomato
51.16,23.68,44.44,27.32,62.69,7.09,63.07,Pumpkin
39.39,29.03,34.26,26.5,56.04,6.43,101.98,Cowpea
53.63,30.09,33.09,21.38,59.61,6.39,55.24,Linseed
34.29,32.87,30.34,31.18,67.58,6.78,99.75,Sesame
69.04,55.49,64.18,26.64,64.69,6.5,60.0,Onion
101.2,42.57,37.13,20.68,59.81,6.68,46.01,Barley
47.97,29.78,30.68,30.45,54.77,6.7,64.6,Green Gram
104.81,74.25,68.53,24.01,63.17,6.95,79.09,Tomato
80.54,47.56,60.08,19.64,67.43,6.89,56.9,Cauliflower
64.56,39.08,51.53,21.17,69.55,6.68,39.0,Beetroot
44.98,19.46,31.9,27.97,56.13,5.69,102.66,Little Millet
67.4,26.24,22.12,29.82,55.01,6.57,60.1,Castor
41.68,41.43,30.26,18.85,52.01,6.73,51.85,Linseed
85.88,59.51,73.34,23.88,54.18,6.71,87.3,Chilli
37.31,34.92,30.25,25.2,51.74,6.34,70.35,Chickpea
31.43,30.68,24.26,27.44,50.99,6.65,92.43,Field Bean
114.71,50.7,105.76,31.91,87.41,4.71,255.66,Coconut
38.03,27.39,33.77,28.4,66.12,7.29,76.55,Green Gram
71.28,48.15,56.22,30.83,72.53,6.68,78.37,Cucumber
119.07,59.72,82.05,29.16,86.0,5.81,277.26,Rubber
65.38,37.31,58.29,20.75,62.33,6.38,58.09,Garlic
106.83,59.57,76.49,28.88,55.08,6.59,75.93,Chilli
29.87,27.48,31.02,28.1,80.32,7.67,86.35,Black Gram
101.41,52.77,113.23,28.92,64.42,7.27,174.21,Orange
98.27,69.33,85.62,28.54,68.91,7.13,159.87,Papaya
79.16,25.36,77.76,35.26,74.55,6.3,86.61,Pomegranate
121.17,54.51,101.72,33.89,61.19,6.71,78.94,Grapes
48.85,28.14,27.45,28.72,47.92,7.01,59.77,Green Gram
49.3,22.19,31.26,15.05,43.7,7.03,61.08,Chickpea
80.86,36.66,78.66,24.78,80.98,5.52,165.24,Coffee
89.0,43.67,45.16,19.05,76.47,6.51,64.37,Cauliflower
98.98,47.81,57.58,21.25,79.94,6.78,74.76,Cabbage
62.7,34.1,27.76,28.41,57.72,6.21,100.3,Sunflower
79.0,49.47,30.05,18.41,76.11,6.71,56.69,Wheat
34.21,18.06,41.18,25.89,58.66,6.92,60.25,Kodo Millet
67.77,48.93,61.82,31.35,70.75,6.83,168.97,Litchi
40.97,27.75,25.63,28.74,51.3,6.65,47.38,Pearl Millet
94.05,39.62,55.18,16.84,75.45,6.76,68.23,Cabbage
61.16,40.18,26.04,27.36,50.7,6.78,64.63,Sorghum
80.8,37.61,73.23,18.5,78.45,6.14,260.88,Coffee
68.95,38.05,39.61,29.68,49.61,6.82,78.79,Castor
52.57,26.82,26.55,27.5,76.92,7.28,77.92,Kodo Millet
82.98,40.3,64.27,19.08,65.91,6.57,45.05,Garlic
43.52,30.56,28.57,22.93,46.57,6.64,81.87,Little Millet
63.94,26.7,53.65,24.33,73.67,7.18,79.25,Bottle Gourd
42.21,34.21,25.04,23.32,51.2,7.31,44.69,Linseed
67.57,34.69,91.59,32.69,70.37,6.4,142.93,Litchi
31.34,33.37,23.37,23.13,42.36,6.58,83.44,Field Bean
91.39,63.12,89.22,28.45,68.58,6.09,137.13,Papaya
99.85,51.17,50.08,25.43,68.18,6.92,77.8,Brinjal
72.71,43.33,56.5,34.31,53.59,6.75,86.96,Chilli
32.75,29.79,36.43,15.01,57.73,6.69,42.47,Linseed
89.38,51.91,94.42,30.52,51.92,7.55,118.31,Mango
36.56,28.27,38.17,27.15,59.68,6.86,55.56,Black Gram
69.2,25.2,29.61,30.51,56.34,6.55,71.13,Sorghum
53.93,27.79,26.53,25.54,57.69,6.59,86.02,Little Millet
75.49,31.68,51.79,33.47,77.84,6.58,60.63,Bottle Gourd
124.7,47.34,88.19,32.01,71.09,5.71,121.1,Papaya
78.19,46.92,84.23,25.22,58.78,6.4,233.33,Litchi
75.23,33.8,28.42,32.48,50.55,6.52,66.95,Castor
92.51,45.31,45.23,29.27,60.48,6.61,57.6,Chilli
101.27,52.91,108.14,27.92,85.23,6.87,279.61,Coconut
53.25,21.29,34.11,19.69,56.4,7.36,64.57,Radish
107.44,49.65,93.81,19.27,60.31,4.8,44.22,Potato
68.66,38.93,30.98,17.03,42.35,6.46,38.05,Barley
74.4,44.68,33.79,29.16,64.51,7.0,126.45,Maize
97.97,45.45,81.58,22.68,80.22,5.85,216.37,Arecanut
34.3,24.09,35.94,27.91,65.2,6.78,79.2,Niger Seed
53.18,29.31,36.58,28.08,47.94,6.41,68.72,Kodo Millet
104.11,50.63,76.15,28.3,79.75,5.55,299.19,Rubber
44.32,34.34,32.99,23.18,53.31,6.73,50.27,Radish
46.66,26.45,30.86,19.16,47.77,7.08,49.12,Lentil
52.41,35.11,39.99,21.56,58.9,6.16,47.85,Carrot
97.59,54.12,61.61,30.74,70.48,6.12,78.21,Brinjal
41.58,36.65,25.78,34.37,56.18,6.48,73.3,Sesame
107.07,55.88,90.15,25.67,66.3,6.52,143.72,Papaya
70.48,34.52,63.42,33.45,71.33,6.42,68.05,Pumpkin
37.52,35.04,27.6,26.54,51.75,6.82,69.73,Kodo Millet
54.73,40.82,32.44,29.06,66.77,6.93,87.89,Cucumber
37.19,34.87,32.9,19.19,57.97,7.1,83.6,Peas
77.34,58.67,35.41,29.04,76.32,6.78,80.86,Cucumber
69.6,49.83,45.89,36.64,64.43,6.58,68.32,Cucumber
45.01,25.81,64.99,27.48,72.3,7.5,66.24,Bottle Gourd
99.63,48.24,88.78,31.52,85.03,8.02,209.83,Coconut
101.78,54.19,68.6,18.95,61.21,5.99,50.49,Cauliflower
64.7,62.64,38.87,28.53,66.58,6.99,55.42,Okra
75.88,45.15,76.2,21.3,66.62,6.77,115.35,Guava
59.89,29.92,36.65,28.57,53.93,6.7,86.43,Groundnut
43.69,27.52,36.63,26.46,63.76,6.8,113.35,Niger Seed
65.62,27.01,39.27,26.5,54.31,6.31,81.71,Okra
26.52,33.68,27.1,25.22,57.96,6.17,59.27,Niger Seed
32.5,40.73,27.56,27.71,59.42,6.43,84.03,Cowpea
26.4,41.82,31.32,21.26,62.04,6.42,81.96,Rajma
46.3,47.73,53.13,27.11,69.96,7.11,81.56,Okra
88.21,57.09,68.56,29.02,60.35,6.43,67.41,Chilli
54.89,28.42,26.62,28.13,52.22,6.4,55.83,Green Gram
46.13,31.94,37.31,25.08,54.2,7.04,55.02,Green Gram
62.76,37.9,26.25,24.76,61.12,6.46,93.69,Finger Millet
42.94,34.52,32.27,19.16,50.71,7.05,54.03,Safflower
51.16,43.96,51.75,30.63,77.08,6.27,71.58,Cucumber
30.62,39.57,25.63,21.39,53.55,7.07,85.58,Field Bean
28.87,28.78,30.22,27.21,55.48,6.19,61.7,Sesame
36.35,30.92,26.58,34.32,49.01,6.18,57.21,Green Gram
57.22,28.47,24.07,26.03,54.35,7.06,80.86,Castor
80.01,61.58,95.99,30.82,73.62,5.35,144.36,Pineapple
35.85,41.35,32.76,34.58,49.48,6.38,89.65,Red Gram
51.3,28.27,22.17,29.9,56.62,6.13,65.51,Sesame
67.46,33.1,62.17,31.6,75.71,7.16,116.24,Pumpkin
44.86,37.01,35.07,20.56,48.55,6.58,84.62,Rajma
34.56,32.16,29.71,24.4,57.21,7.01,69.57,Groundnut
100.37,67.93,90.97,24.31,67.86,6.41,135.6,Papaya
35.14,31.03,27.67,22.01,60.73,6.59,64.7,Radish
125.32,68.25,90.86,21.12,71.95,5.64,67.14,Potato
37.5,43.53,22.03,17.37,52.29,6.85,46.77,Peas
42.42,29.8,48.39,29.91,68.99,6.72,162.4,Cashew
118.74,53.64,120.98,32.26,77.04,7.42,150.67,Banana
76.1,42.9,38.05,15.42,63.14,6.53,57.9,Barley
41.63,34.28,33.82,24.01,47.65,7.56,63.89,Sunflower
50.2,27.59,25.22,30.03,63.98,6.68,88.42,Soybean
46.81,28.17,29.22,26.2,62.16,7.19,77.76,Groundnut
85.93,44.01,92.74,28.31,44.74,6.1,135.93,Guava
59.14,36.37,30.95,30.81,54.24,6.35,53.67,Sunflower
50.82,32.1,20.14,31.28,38.84,7.21,54.78,Pearl Millet
89.11,30.44,19.91,32.68,59.03,7.03,84.67,Castor
78.81,54.72,71.23,19.83,76.39,6.45,79.99,Cabbage
63.39,29.71,25.74,15.69,47.91,6.96,51.88,Linseed
74.65,32.6,26.52,18.08,54.63,6.59,40.79,Mustard
66.29,54.92,63.07,17.1,59.42,6.72,52.86,Garlic
94.87,40.43,78.14,30.17,56.73,6.27,57.3,Pomegranate
83.22,60.73,96.33,30.16,83.4,6.9,258.19,Coconut
58.56,33.94,52.85,29.99,63.59,6.71,96.11,Bottle Gourd
34.8,27.93,33.51,31.25,61.71,6.33,73.79,Horse Gram
65.14,48.72,60.92,23.95,59.02,6.86,50.9,Onion
37.59,32.93,37.05,22.21,54.59,6.36,80.33,Rajma
73.49,34.78,26.43,20.48,43.83,6.84,60.81,Chickpea
68.14,51.08,40.42,27.84,64.47,7.14,62.94,Okra
49.1,43.54,33.03,29.99,47.77,6.89,71.33,Groundnut
102.19,48.49,68.31,19.37,70.62,6.09,73.39,Cabbage
90.39,45.05,48.8,24.41,68.23,6.92,58.54,Cauliflower
43.94,21.64,28.54,21.12,59.68,6.34,65.49,Peas
79.39,54.29,67.38,23.6,49.22,6.37,86.03,Pomegranate
51.64,37.2,32.41,32.98,62.58,7.14,72.24,Sunflower
79.64,47.58,30.62,10.18,60.61,6.74,39.33,Barley
105.96,57.59,95.2,27.64,70.43,6.49,121.89,Orange
88.21,52.73,114.72,29.27,68.76,6.22,174.01,Papaya
37.38,33.13,28.38,28.31,51.8,7.08,47.86,Foxtail Millet
89.26,47.51,77.12,24.33,68.01,6.28,128.07,Guava
59.3,26.57,48.91,25.08,70.5,6.42,206.82,Cashew
54.72,33.73,31.8,29.43,50.91,7.45,85.56,Castor
105.89,80.96,71.2,28.64,89.38,5.71,241.47,Rubber
36.83,23.63,36.02,21.96,48.4,6.35,60.68,Chickpea
77.33,43.21,74.37,26.54,88.71,5.15,248.52,Pineapple
